algorithm,mu,lambda_,cxpb,mutpb,repair_pct,mate_indpb,mutate_mu,mutate_sigma,mutate_indpb,assignments,constraints,relation_constraints,resource_constraints,date_constraints,original_penalty,original_makespan,solution_penalty,solution_makespan,phi1,phi2,smin,smax,weight,mut_std,mut_indpb,mut_prob,temp,alpha
ParticleSwarm,120.0,,,,0.02,,,,,100,122,110,12,0,0,187,17.0,227,3.58,0.97,-1.69,1.69,0.41,,,,,
ParticleSwarm,221.0,,,,1.0,,,,,100,122,110,12,0,0,187,0.0,158,0.47,1.97,-1.61,1.61,0.97,,,,,
StochasticHillClimb,40.0,,,,0.77,,,,,100,122,110,12,0,0,187,0.0,265,,,,,,0.85,,0.09,,
PlantPropagation,201.0,284.0,,,0.23,,,,,100,122,110,12,0,0,187,55.0,291,,,,,,1.27,0.37,,,
StochasticHillClimb,27.0,,,,0.47,,,,,100,122,110,12,0,0,187,0.0,308,,,,,,1.95,,0.82,,
MuPlusLambda,108.0,154.0,0.98,0.020000000000000018,0.94,1.0,0.0,1.09,0.35,100,122,110,12,0,0,187,0.0,263,,,,,,,,,,
ParticleSwarm,27.0,,,,0.34,,,,,100,122,110,12,0,0,187,0.0,340,7.2,4.64,-0.43,0.43,0.33,,,,,
MuPlusLambda,297.0,129.0,0.32,0.6799999999999999,0.26,0.13,0.0,0.39,0.04,100,122,110,12,0,0,187,0.0,230,,,,,,,,,,
MuPlusLambda,97.0,275.0,0.07,0.9299999999999999,0.31,0.33,0.0,0.5,0.94,100,122,110,12,0,0,187,0.0,208,,,,,,,,,,
ParticleSwarm,97.0,,,,0.04,,,,,100,122,110,12,0,0,187,0.0,171,6.31,0.69,-1.21,1.21,0.78,,,,,
MuPlusLambda,148.0,200.0,0.91,0.08999999999999997,0.99,0.72,0.0,1.94,0.44,100,122,110,12,0,0,187,0.0,209,,,,,,,,,,
SimulatedAnnealing,43.0,,,,0.81,,,,,100,122,110,12,0,0,187,0.0,287,,,,,,1.59,,0.27,79.14,0.87
SimulatedAnnealing,8.0,,,,0.72,,,,,100,122,110,12,0,0,187,0.0,354,,,,,,1.96,,0.53,5.98,0.81
StochasticHillClimb,50.0,,,,0.06,,,,,100,122,110,12,0,0,187,0.0,291,,,,,,0.84,,0.68,,
PlantPropagation,182.0,161.0,,,0.86,,,,,100,122,110,12,0,0,187,0.0,258,,,,,,1.3,0.66,,,
PlantPropagation,116.0,106.0,,,0.01,,,,,100,122,110,12,0,0,187,198.0,268,,,,,,0.38,0.32,,,
StochasticHillClimb,32.0,,,,0.66,,,,,100,122,110,12,0,0,187,0.0,230,,,,,,1.08,,0.45,,
ParticleSwarm,37.0,,,,0.62,,,,,100,122,110,12,0,0,187,0.0,262,0.66,3.5,-1.36,1.36,0.44,,,,,
StochasticHillClimb,39.0,,,,0.37,,,,,100,122,110,12,0,0,187,6.0,353,,,,,,0.47,,0.99,,
PlantPropagation,199.0,276.0,,,0.31,,,,,100,122,110,12,0,0,187,1.0,277,,,,,,1.11,0.65,,,
ParticleSwarm,82.0,,,,0.26,,,,,100,122,110,12,0,0,187,0.0,214,4.49,8.31,-1.84,1.84,0.15,,,,,
MuPlusLambda,119.0,285.0,0.35,0.65,0.25,0.45,0.0,1.26,0.81,100,122,110,12,0,0,187,0.0,186,,,,,,,,,,
StochasticHillClimb,20.0,,,,0.49,,,,,100,122,110,12,0,0,187,0.0,238,,,,,,0.78,,0.17,,
PlantPropagation,123.0,31.0,,,0.46,,,,,100,122,110,12,0,0,187,0.0,250,,,,,,1.57,0.93,,,
ParticleSwarm,182.0,,,,0.04,,,,,100,122,110,12,0,0,187,0.0,190,5.29,9.85,-1.13,1.13,0.65,,,,,
StochasticHillClimb,5.0,,,,0.52,,,,,100,122,110,12,0,0,187,0.0,234,,,,,,1.77,,0.31,,
SimulatedAnnealing,16.0,,,,0.46,,,,,100,122,110,12,0,0,187,5.0,324,,,,,,0.47,,0.93,109.7,0.89
SimulatedAnnealing,26.0,,,,0.09,,,,,100,122,110,12,0,0,187,0.0,379,,,,,,1.87,,0.15,14.68,0.93
StochasticHillClimb,1.0,,,,0.43,,,,,100,122,110,12,0,0,187,0.0,216,,,,,,1.33,,0.48,,
ParticleSwarm,138.0,,,,0.3,,,,,100,122,110,12,0,0,187,0.0,248,9.2,4.36,-1.25,1.25,0.26,,,,,
SimulatedAnnealing,29.0,,,,0.37,,,,,100,122,110,12,0,0,187,2.0,362,,,,,,0.12,,0.61,181.53,0.83
PlantPropagation,15.0,168.0,,,0.13,,,,,100,122,110,12,0,0,187,120.0,263,,,,,,1.68,0.57,,,
StochasticHillClimb,1.0,,,,0.95,,,,,100,122,110,12,0,0,187,0.0,221,,,,,,0.91,,0.08,,
SimulatedAnnealing,16.0,,,,0.05,,,,,100,122,110,12,0,0,187,0.0,759,,,,,,1.02,,0.9,43.18,0.95
ParticleSwarm,239.0,,,,0.47,,,,,100,122,110,12,0,0,187,0.0,247,8.99,4.25,-0.9,0.9,0.26,,,,,
ParticleSwarm,97.0,,,,0.07,,,,,100,122,110,12,0,0,187,0.0,203,6.02,5.4,-0.52,0.52,0.97,,,,,
StochasticHillClimb,26.0,,,,0.31,,,,,100,122,110,12,0,0,187,8.0,345,,,,,,0.4,,0.34,,
MuPlusLambda,288.0,245.0,0.63,0.37,0.96,0.41,0.0,0.94,0.15,100,122,110,12,0,0,187,0.0,197,,,,,,,,,,
StochasticHillClimb,9.0,,,,0.41,,,,,100,122,110,12,0,0,187,0.0,224,,,,,,1.03,,0.02,,
MuPlusLambda,65.0,217.0,0.33,0.6699999999999999,0.99,0.34,0.0,1.77,0.2,100,122,110,12,0,0,187,0.0,215,,,,,,,,,,
MuPlusLambda,88.0,14.0,0.36,0.64,0.19,0.04,0.0,1.38,0.36,100,122,110,12,0,0,187,0.0,189,,,,,,,,,,
PlantPropagation,289.0,99.0,,,0.46,,,,,100,122,110,12,0,0,187,0.0,321,,,,,,0.72,0.72,,,
SimulatedAnnealing,6.0,,,,0.34,,,,,100,122,110,12,0,0,187,0.0,476,,,,,,1.67,,0.94,97.75,0.9
MuPlusLambda,58.0,134.0,0.8,0.19999999999999996,0.25,0.6,0.0,1.03,0.78,100,122,110,12,0,0,187,0.0,205,,,,,,,,,,
SimulatedAnnealing,38.0,,,,0.02,,,,,100,122,110,12,0,0,187,6.0,508,,,,,,1.57,,0.23,46.65,0.99
MuPlusLambda,172.0,210.0,0.15,0.85,0.09,0.88,0.0,1.18,0.95,100,122,110,12,0,0,187,2.0,210,,,,,,,,,,
SimulatedAnnealing,26.0,,,,0.37,,,,,100,122,110,12,0,0,187,0.0,364,,,,,,1.86,,0.42,101.33,0.95
StochasticHillClimb,50.0,,,,0.44,,,,,100,122,110,12,0,0,187,0.0,273,,,,,,1.29,,0.53,,
MuPlusLambda,243.0,97.0,0.13,0.87,0.31,0.36,0.0,0.73,0.4,100,122,110,12,0,0,187,0.0,219,,,,,,,,,,
StochasticHillClimb,41.0,,,,0.4,,,,,100,122,110,12,0,0,187,5.0,299,,,,,,0.26,,0.84,,
PlantPropagation,212.0,130.0,,,0.72,,,,,100,122,110,12,0,0,187,0.0,283,,,,,,0.72,0.12,,,
StochasticHillClimb,19.0,,,,0.56,,,,,100,122,110,12,0,0,187,0.0,232,,,,,,0.56,,0.42,,
MuPlusLambda,99.0,66.0,0.28,0.72,0.26,0.72,0.0,0.17,0.51,100,122,110,12,0,0,187,0.0,205,,,,,,,,,,
ParticleSwarm,250.0,,,,0.98,,,,,100,122,110,12,0,0,187,0.0,353,2.42,6.57,-0.46,0.46,0.95,,,,,
PlantPropagation,54.0,121.0,,,0.16,,,,,100,122,110,12,0,0,187,76.0,321,,,,,,0.38,0.21,,,
PlantPropagation,290.0,162.0,,,0.23,,,,,100,122,110,12,0,0,187,44.0,283,,,,,,1.69,0.48,,,
StochasticHillClimb,3.0,,,,0.77,,,,,100,122,110,12,0,0,187,33.0,364,,,,,,0.13,,0.88,,
SimulatedAnnealing,22.0,,,,0.03,,,,,100,122,110,12,0,0,187,0.0,337,,,,,,0.13,,0.28,110.57,0.9
MuPlusLambda,245.0,63.0,0.07,0.9299999999999999,0.11,0.13,0.0,1.09,1.0,100,122,110,12,0,0,187,0.0,195,,,,,,,,,,
StochasticHillClimb,37.0,,,,0.33,,,,,100,122,110,12,0,0,187,0.0,247,,,,,,0.96,,0.46,,
MuPlusLambda,298.0,127.0,0.88,0.12,0.5,0.22,0.0,1.78,0.25,100,122,110,12,0,0,187,0.0,207,,,,,,,,,,
SimulatedAnnealing,20.0,,,,0.12,,,,,100,122,110,12,0,0,187,0.0,523,,,,,,1.24,,0.71,148.33,0.84
SimulatedAnnealing,20.0,,,,0.43,,,,,100,122,110,12,0,0,187,0.0,345,,,,,,1.22,,0.5,44.54,0.83
ParticleSwarm,103.0,,,,0.46,,,,,100,122,110,12,0,0,187,0.0,213,1.77,7.54,-1.55,1.55,0.21,,,,,
ParticleSwarm,229.0,,,,0.17,,,,,100,122,110,12,0,0,187,0.0,316,0.46,8.19,-0.21,0.21,0.28,,,,,
MuPlusLambda,80.0,72.0,0.85,0.15000000000000002,0.45,0.08,0.0,1.55,0.78,100,122,110,12,0,0,187,0.0,204,,,,,,,,,,
SimulatedAnnealing,1.0,,,,0.79,,,,,100,122,110,12,0,0,187,0.0,353,,,,,,1.08,,0.14,172.66,0.91
StochasticHillClimb,31.0,,,,0.36,,,,,100,122,110,12,0,0,187,2.0,366,,,,,,0.16,,0.61,,
SimulatedAnnealing,9.0,,,,0.13,,,,,100,122,110,12,0,0,187,11.0,395,,,,,,0.28,,0.03,79.33,0.94
SimulatedAnnealing,42.0,,,,0.74,,,,,100,122,110,12,0,0,187,7.0,410,,,,,,0.49,,0.89,195.6,0.87
PlantPropagation,115.0,12.0,,,0.98,,,,,100,122,110,12,0,0,187,0.0,242,,,,,,0.32,0.85,,,
MuPlusLambda,257.0,171.0,0.28,0.72,0.56,0.72,0.0,1.99,0.34,100,122,110,12,0,0,187,0.0,204,,,,,,,,,,
ParticleSwarm,19.0,,,,0.34,,,,,100,122,110,12,0,0,187,0.0,303,4.33,6.8,-0.61,0.61,0.15,,,,,
MuPlusLambda,207.0,288.0,0.63,0.37,0.15,0.12,0.0,0.74,0.2,100,122,110,12,0,0,187,0.0,197,,,,,,,,,,
PlantPropagation,146.0,223.0,,,0.96,,,,,100,122,110,12,0,0,187,0.0,326,,,,,,0.31,0.5,,,
PlantPropagation,96.0,238.0,,,0.42,,,,,100,122,110,12,0,0,187,24.0,285,,,,,,0.22,0.78,,,
MuPlusLambda,274.0,34.0,0.42,0.5800000000000001,0.57,0.23,0.0,1.92,0.17,100,122,110,12,0,0,187,0.0,228,,,,,,,,,,
ParticleSwarm,37.0,,,,0.33,,,,,100,122,110,12,0,0,187,0.0,158,6.94,3.91,-0.74,0.74,0.95,,,,,
SimulatedAnnealing,27.0,,,,0.57,,,,,100,122,110,12,0,0,187,5.0,332,,,,,,0.32,,0.32,148.92,0.8
PlantPropagation,19.0,117.0,,,0.35,,,,,100,122,110,12,0,0,187,0.0,283,,,,,,1.82,0.22,,,
PlantPropagation,202.0,137.0,,,0.08,,,,,100,122,110,12,0,0,187,55.0,315,,,,,,0.35,0.23,,,
ParticleSwarm,287.0,,,,0.56,,,,,100,122,110,12,0,0,187,0.0,305,7.9,8.8,-0.27,0.27,0.74,,,,,
ParticleSwarm,63.0,,,,0.9,,,,,100,122,110,12,0,0,187,0.0,157,8.9,5.71,-1.54,1.54,0.41,,,,,
SimulatedAnnealing,2.0,,,,0.69,,,,,100,122,110,12,0,0,187,0.0,350,,,,,,1.95,,0.26,176.52,0.88
StochasticHillClimb,2.0,,,,0.44,,,,,100,122,110,12,0,0,187,0.0,277,,,,,,1.89,,0.7,,
StochasticHillClimb,21.0,,,,0.15,,,,,100,122,110,12,0,0,187,3.0,267,,,,,,0.27,,0.67,,
PlantPropagation,184.0,169.0,,,0.11,,,,,100,122,110,12,0,0,187,66.0,286,,,,,,0.55,0.04,,,
PlantPropagation,76.0,147.0,,,0.56,,,,,100,122,110,12,0,0,187,2.0,261,,,,,,0.84,0.3,,,
SimulatedAnnealing,39.0,,,,0.06,,,,,100,122,110,12,0,0,187,0.0,450,,,,,,0.12,,0.82,143.3,0.81
MuPlusLambda,136.0,223.0,0.35,0.65,0.22,0.05,0.0,0.34,0.73,100,122,110,12,0,0,187,0.0,194,,,,,,,,,,
SimulatedAnnealing,22.0,,,,0.07,,,,,100,122,110,12,0,0,187,0.0,530,,,,,,1.6,,0.6,84.0,0.86
MuPlusLambda,19.0,52.0,0.02,0.98,0.61,0.79,0.0,0.75,0.46,100,122,110,12,0,0,187,0.0,179,,,,,,,,,,
PlantPropagation,34.0,83.0,,,0.98,,,,,100,122,110,12,0,0,187,0.0,263,,,,,,0.97,0.11,,,
SimulatedAnnealing,12.0,,,,0.72,,,,,100,122,110,12,0,0,187,0.0,379,,,,,,0.3,,0.87,172.2,0.81
ParticleSwarm,270.0,,,,0.64,,,,,100,122,110,12,0,0,187,0.0,328,7.32,5.73,-0.17,0.17,0.59,,,,,
StochasticHillClimb,14.0,,,,0.12,,,,,100,122,110,12,0,0,187,0.0,264,,,,,,1.83,,0.92,,
StochasticHillClimb,45.0,,,,0.2,,,,,100,122,110,12,0,0,187,0.0,280,,,,,,0.96,,0.6,,
StochasticHillClimb,40.0,,,,0.47,,,,,100,122,110,12,0,0,187,0.0,238,,,,,,0.67,,0.4,,
PlantPropagation,193.0,150.0,,,0.54,,,,,100,122,110,12,0,0,187,0.0,267,,,,,,1.96,0.72,,,
StochasticHillClimb,12.0,,,,0.64,,,,,100,122,110,12,0,0,187,0.0,197,,,,,,0.68,,0.34,,
SimulatedAnnealing,39.0,,,,0.25,,,,,100,122,110,12,0,0,187,0.0,396,,,,,,1.85,,0.49,71.87,0.87
MuPlusLambda,225.0,35.0,0.61,0.39,0.55,0.3,0.0,1.25,0.88,100,122,110,12,0,0,187,0.0,210,,,,,,,,,,
PlantPropagation,51.0,279.0,,,0.66,,,,,100,122,110,12,0,0,187,0.0,340,,,,,,1.61,0.13,,,
ParticleSwarm,268.0,,,,0.49,,,,,100,122,110,12,0,0,187,0.0,187,6.15,8.96,-1.21,1.21,0.96,,,,,
StochasticHillClimb,6.0,,,,0.38,,,,,100,122,110,12,0,0,187,0.0,200,,,,,,1.55,,0.26,,
PlantPropagation,88.0,254.0,,,0.73,,,,,100,122,110,12,0,0,187,0.0,292,,,,,,0.22,0.97,,,
SimulatedAnnealing,21.0,,,,0.03,,,,,100,122,110,12,0,0,187,0.0,345,,,,,,0.61,,0.12,172.96,0.89
PlantPropagation,236.0,199.0,,,0.93,,,,,100,122,110,12,0,0,187,0.0,267,,,,,,0.32,0.95,,,
ParticleSwarm,256.0,,,,0.14,,,,,100,122,110,12,0,0,187,0.0,184,6.85,7.66,-0.88,0.88,0.86,,,,,
SimulatedAnnealing,27.0,,,,0.21,,,,,100,122,110,12,0,0,187,5.0,283,,,,,,0.39,,0.51,119.14,0.85
SimulatedAnnealing,6.0,,,,0.9,,,,,100,122,110,12,0,0,187,0.0,324,,,,,,1.85,,0.54,8.43,0.81
StochasticHillClimb,1.0,,,,0.8,,,,,100,122,110,12,0,0,187,0.0,192,,,,,,1.87,,0.25,,
SimulatedAnnealing,2.0,,,,0.52,,,,,100,122,110,12,0,0,187,0.0,408,,,,,,1.28,,0.77,130.84,0.91
SimulatedAnnealing,16.0,,,,1.0,,,,,100,122,110,12,0,0,187,0.0,293,,,,,,1.48,,0.66,5.8,0.89
MuPlusLambda,67.0,118.0,0.91,0.08999999999999997,0.72,0.19,0.0,0.86,0.08,100,122,110,12,0,0,187,0.0,223,,,,,,,,,,
ParticleSwarm,201.0,,,,0.07,,,,,100,122,110,12,0,0,187,0.0,382,7.33,8.52,-0.47,0.47,0.41,,,,,
ParticleSwarm,157.0,,,,0.58,,,,,100,122,110,12,0,0,187,0.0,235,0.89,1.64,-0.58,0.58,0.42,,,,,
SimulatedAnnealing,17.0,,,,0.37,,,,,100,122,110,12,0,0,187,6.0,387,,,,,,0.32,,0.67,74.58,0.89
PlantPropagation,179.0,50.0,,,0.37,,,,,100,122,110,12,0,0,187,0.0,278,,,,,,1.04,0.66,,,
MuPlusLambda,237.0,254.0,0.08,0.92,0.99,0.9,0.0,1.96,0.5,100,122,110,12,0,0,187,0.0,197,,,,,,,,,,
PlantPropagation,157.0,154.0,,,0.2,,,,,100,122,110,12,0,0,187,14.0,325,,,,,,0.98,0.26,,,
StochasticHillClimb,30.0,,,,0.53,,,,,100,122,110,12,0,0,187,0.0,251,,,,,,0.97,,0.45,,
ParticleSwarm,117.0,,,,0.03,,,,,100,122,110,12,0,0,187,0.0,139,4.4,9.3,-1.79,1.79,0.62,,,,,
PlantPropagation,152.0,42.0,,,0.93,,,,,100,122,110,12,0,0,187,0.0,271,,,,,,1.45,0.99,,,
SimulatedAnnealing,1.0,,,,0.98,,,,,100,122,110,12,0,0,187,0.0,394,,,,,,1.28,,0.39,46.88,0.87
SimulatedAnnealing,17.0,,,,0.47,,,,,100,122,110,12,0,0,187,0.0,480,,,,,,0.39,,0.06,97.59,0.98
MuPlusLambda,299.0,138.0,0.42,0.5800000000000001,0.35,0.39,0.0,1.65,0.1,100,122,110,12,0,0,187,0.0,200,,,,,,,,,,
PlantPropagation,119.0,31.0,,,0.55,,,,,100,122,110,12,0,0,187,0.0,272,,,,,,1.97,0.09,,,
PlantPropagation,130.0,294.0,,,0.93,,,,,100,122,110,12,0,0,187,0.0,261,,,,,,1.5,0.18,,,
PlantPropagation,232.0,297.0,,,0.13,,,,,100,122,110,12,0,0,187,61.0,321,,,,,,1.9,0.41,,,
ParticleSwarm,287.0,,,,0.17,,,,,100,122,110,12,0,0,187,0.0,191,3.23,9.37,-1.9,1.9,0.79,,,,,
MuPlusLambda,247.0,178.0,0.51,0.49,0.56,0.74,0.0,0.14,0.98,100,122,110,12,0,0,187,0.0,247,,,,,,,,,,
PlantPropagation,195.0,206.0,,,0.66,,,,,100,122,110,12,0,0,187,11.0,260,,,,,,0.51,0.68,,,
ParticleSwarm,60.0,,,,0.42,,,,,100,122,110,12,0,0,187,0.0,268,4.15,5.45,-0.69,0.69,0.29,,,,,
MuPlusLambda,127.0,255.0,0.7,0.30000000000000004,0.4,0.51,0.0,0.47,0.52,100,122,110,12,0,0,187,0.0,209,,,,,,,,,,
ParticleSwarm,275.0,,,,0.45,,,,,100,122,110,12,0,0,187,0.0,192,6.19,5.54,-1.21,1.21,0.49,,,,,
StochasticHillClimb,50.0,,,,0.71,,,,,100,122,110,12,0,0,187,0.0,238,,,,,,1.06,,0.27,,
ParticleSwarm,52.0,,,,0.15,,,,,100,122,110,12,0,0,187,0.0,294,8.63,3.52,-1.34,1.34,0.28,,,,,
MuPlusLambda,143.0,27.0,0.73,0.27,0.71,0.29,0.0,1.33,0.38,100,122,110,12,0,0,187,0.0,217,,,,,,,,,,
StochasticHillClimb,25.0,,,,0.85,,,,,100,122,110,12,0,0,187,0.0,248,,,,,,1.43,,0.14,,
MuPlusLambda,144.0,124.0,0.85,0.15000000000000002,0.66,0.79,0.0,0.23,0.7,100,122,110,12,0,0,187,0.0,220,,,,,,,,,,
ParticleSwarm,120.0,,,,0.86,,,,,100,122,110,12,0,0,187,0.0,216,7.62,8.42,-1.98,1.98,0.22,,,,,
ParticleSwarm,148.0,,,,0.88,,,,,100,122,110,12,0,0,187,0.0,168,9.49,2.45,-1.41,1.41,0.6,,,,,
MuPlusLambda,107.0,179.0,0.7,0.30000000000000004,0.15,0.14,0.0,0.87,0.72,100,122,110,12,0,0,187,0.0,168,,,,,,,,,,
MuPlusLambda,179.0,161.0,0.58,0.42000000000000004,0.11,0.04,0.0,1.96,0.64,100,122,110,12,0,0,187,0.0,221,,,,,,,,,,
MuPlusLambda,195.0,148.0,0.07,0.9299999999999999,0.1,0.99,0.0,0.77,0.31,100,122,110,12,0,0,187,0.0,211,,,,,,,,,,
StochasticHillClimb,16.0,,,,0.75,,,,,100,122,110,12,0,0,187,0.0,238,,,,,,1.94,,0.83,,
SimulatedAnnealing,46.0,,,,0.93,,,,,100,122,110,12,0,0,187,0.0,283,,,,,,0.53,,0.35,4.24,0.98
ParticleSwarm,156.0,,,,0.12,,,,,100,122,110,12,0,0,187,0.0,169,1.66,2.44,-1.89,1.89,0.95,,,,,
ParticleSwarm,92.0,,,,0.83,,,,,100,122,110,12,0,0,187,0.0,190,0.37,5.42,-1.34,1.34,0.61,,,,,
SimulatedAnnealing,21.0,,,,0.14,,,,,100,122,110,12,0,0,187,0.0,421,,,,,,1.33,,0.58,61.33,0.99
SimulatedAnnealing,20.0,,,,0.01,,,,,100,122,110,12,0,0,187,5.0,550,,,,,,1.89,,0.15,112.37,0.8
MuPlusLambda,178.0,144.0,0.88,0.12,0.39,0.82,0.0,1.06,0.79,100,122,110,12,0,0,187,0.0,194,,,,,,,,,,
MuPlusLambda,18.0,138.0,0.14,0.86,0.06,0.45,0.0,0.29,0.71,100,122,110,12,0,0,187,0.0,216,,,,,,,,,,
PlantPropagation,176.0,126.0,,,0.55,,,,,100,122,110,12,0,0,187,19.0,273,,,,,,0.52,0.46,,,
MuPlusLambda,144.0,43.0,0.33,0.6699999999999999,0.94,0.53,0.0,0.61,0.76,100,122,110,12,0,0,187,0.0,191,,,,,,,,,,
MuPlusLambda,11.0,129.0,0.91,0.08999999999999997,0.86,0.38,0.0,1.16,0.29,100,122,110,12,0,0,187,0.0,244,,,,,,,,,,
ParticleSwarm,142.0,,,,0.21,,,,,100,122,110,12,0,0,187,0.0,359,3.83,4.76,-0.3,0.3,0.74,,,,,
ParticleSwarm,180.0,,,,0.12,,,,,100,122,110,12,0,0,187,0.0,246,8.15,0.71,-0.74,0.74,0.67,,,,,
ParticleSwarm,240.0,,,,0.05,,,,,100,122,110,12,0,0,187,2.0,235,3.76,3.28,-0.78,0.78,0.57,,,,,
MuPlusLambda,164.0,202.0,0.09,0.91,0.16,0.92,0.0,1.05,0.24,100,122,110,12,0,0,187,0.0,208,,,,,,,,,,
PlantPropagation,179.0,157.0,,,0.26,,,,,100,122,110,12,0,0,187,23.0,282,,,,,,1.22,0.42,,,
ParticleSwarm,230.0,,,,0.82,,,,,100,122,110,12,0,0,187,0.0,174,1.39,2.82,-1.68,1.68,0.9,,,,,
ParticleSwarm,31.0,,,,0.85,,,,,100,122,110,12,0,0,187,0.0,231,9.42,2.51,-1.19,1.19,0.24,,,,,
ParticleSwarm,171.0,,,,0.2,,,,,100,122,110,12,0,0,187,0.0,186,1.45,9.75,-1.82,1.82,0.62,,,,,
PlantPropagation,11.0,48.0,,,0.95,,,,,100,122,110,12,0,0,187,0.0,303,,,,,,1.98,0.81,,,
PlantPropagation,278.0,45.0,,,0.95,,,,,100,122,110,12,0,0,187,3.0,328,,,,,,0.74,0.42,,,
StochasticHillClimb,8.0,,,,0.04,,,,,100,122,110,12,0,0,187,24.0,349,,,,,,0.21,,0.45,,
StochasticHillClimb,32.0,,,,0.71,,,,,100,122,110,12,0,0,187,0.0,245,,,,,,1.8,,0.06,,
SimulatedAnnealing,17.0,,,,0.97,,,,,100,122,110,12,0,0,187,0.0,240,,,,,,1.71,,0.23,1.29,0.95
PlantPropagation,48.0,118.0,,,0.89,,,,,100,122,110,12,0,0,187,0.0,303,,,,,,1.34,0.47,,,
MuPlusLambda,110.0,212.0,0.47,0.53,1.0,0.84,0.0,0.87,0.7,100,122,110,12,0,0,187,0.0,202,,,,,,,,,,
SimulatedAnnealing,49.0,,,,0.83,,,,,100,122,110,12,0,0,187,0.0,300,,,,,,1.18,,0.43,4.46,0.92
ParticleSwarm,276.0,,,,0.85,,,,,100,122,110,12,0,0,187,0.0,374,1.94,9.23,-0.17,0.17,0.56,,,,,
ParticleSwarm,252.0,,,,0.24,,,,,100,122,110,12,0,0,187,0.0,264,3.54,9.14,-1.38,1.38,0.14,,,,,
ParticleSwarm,42.0,,,,0.33,,,,,100,122,110,12,0,0,187,0.0,167,8.71,6.12,-1.4,1.4,0.75,,,,,
StochasticHillClimb,15.0,,,,0.97,,,,,100,122,110,12,0,0,187,16.0,346,,,,,,0.34,,0.64,,
SimulatedAnnealing,45.0,,,,0.97,,,,,100,122,110,12,0,0,187,0.0,305,,,,,,0.34,,0.85,119.65,0.92
PlantPropagation,125.0,179.0,,,0.39,,,,,100,122,110,12,0,0,187,15.0,295,,,,,,0.23,0.55,,,
MuPlusLambda,122.0,139.0,0.41,0.5900000000000001,0.77,0.9,0.0,1.98,0.58,100,122,110,12,0,0,187,0.0,204,,,,,,,,,,
SimulatedAnnealing,6.0,,,,0.07,,,,,100,122,110,12,0,0,187,0.0,431,,,,,,1.32,,0.2,172.97,0.86
SimulatedAnnealing,49.0,,,,0.36,,,,,100,122,110,12,0,0,187,0.0,287,,,,,,0.76,,0.37,87.59,0.94
MuPlusLambda,68.0,144.0,0.79,0.20999999999999996,0.89,0.28,0.0,0.15,0.15,100,122,110,12,0,0,187,0.0,256,,,,,,,,,,
MuPlusLambda,183.0,260.0,0.56,0.43999999999999995,0.69,0.35,0.0,1.29,0.31,100,122,110,12,0,0,187,0.0,194,,,,,,,,,,
ParticleSwarm,252.0,,,,0.64,,,,,100,122,110,12,0,0,187,0.0,232,2.22,5.36,-0.58,0.58,0.26,,,,,
SimulatedAnnealing,29.0,,,,0.42,,,,,100,122,110,12,0,0,187,0.0,356,,,,,,1.22,,0.54,199.18,0.82
ParticleSwarm,133.0,,,,0.77,,,,,100,122,110,12,0,0,187,0.0,162,3.24,2.73,-1.31,1.31,0.61,,,,,
PlantPropagation,40.0,241.0,,,0.06,,,,,100,122,110,12,0,0,187,162.0,306,,,,,,0.67,0.79,,,
MuPlusLambda,100.0,96.0,0.54,0.45999999999999996,0.73,0.59,0.0,1.01,0.15,100,122,110,12,0,0,187,0.0,209,,,,,,,,,,
SimulatedAnnealing,31.0,,,,0.33,,,,,100,122,110,12,0,0,187,0.0,314,,,,,,0.8,,0.09,102.93,0.93
MuPlusLambda,21.0,217.0,0.82,0.18000000000000005,0.25,0.08,0.0,0.66,0.14,100,122,110,12,0,0,187,0.0,190,,,,,,,,,,
SimulatedAnnealing,44.0,,,,0.09,,,,,100,122,110,12,0,0,187,0.0,445,,,,,,1.63,,0.21,4.97,0.8
StochasticHillClimb,24.0,,,,0.86,,,,,100,122,110,12,0,0,187,0.0,240,,,,,,1.37,,0.87,,
SimulatedAnnealing,40.0,,,,0.32,,,,,100,122,110,12,0,0,187,0.0,315,,,,,,0.75,,0.37,168.8,0.86
ParticleSwarm,205.0,,,,0.91,,,,,100,122,110,12,0,0,187,0.0,226,6.26,0.31,-1.41,1.41,0.34,,,,,
SimulatedAnnealing,30.0,,,,0.57,,,,,100,122,110,12,0,0,187,0.0,281,,,,,,0.72,,0.27,96.18,0.9
PlantPropagation,89.0,238.0,,,0.05,,,,,100,122,110,12,0,0,187,111.0,273,,,,,,0.96,0.57,,,
ParticleSwarm,32.0,,,,0.18,,,,,100,122,110,12,0,0,187,0.0,149,5.29,7.98,-0.89,0.89,0.86,,,,,
ParticleSwarm,61.0,,,,0.54,,,,,100,122,110,12,0,0,187,0.0,194,3.1,2.25,-1.74,1.74,0.75,,,,,
ParticleSwarm,194.0,,,,0.21,,,,,100,122,110,12,0,0,187,0.0,167,8.35,8.07,-1.56,1.56,0.35,,,,,
StochasticHillClimb,30.0,,,,0.82,,,,,100,122,110,12,0,0,187,0.0,210,,,,,,0.74,,0.32,,
SimulatedAnnealing,47.0,,,,0.65,,,,,100,122,110,12,0,0,187,0.0,303,,,,,,1.96,,0.22,169.42,0.9
