algorithm,mu,lambda_,mut_std,mut_indpb,repair_pct,assignments,constraints,relation_constraints,resource_constraints,date_constraints,original_penalty,original_makespan,solution_penalty,solution_makespan,mut_prob,temp,alpha,phi1,phi2,smin,smax,weight,cxpb,mutpb,mate_indpb,mutate_mu,mutate_sigma,mutate_indpb
ParticleSwarm,200.0,,,,1.0,312,368,349,19,0,65.0,412,0.0,447,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,312,368,349,19,0,65.0,412,93.0,353,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
ParticleSwarm,200.0,,,,1.0,312,368,349,19,0,65.0,412,0.0,460,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,312,368,349,19,0,65.0,412,0.0,662,0.4,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,217,258,240,18,0,309.0,314,0.0,323,0.4,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,217,258,240,18,0,309.0,314,0.0,320,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,217,258,240,18,0,309.0,314,16.0,247,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,217,258,240,18,0,309.0,314,0.0,419,0.1,100.0,0.99,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,217,258,240,18,0,309.0,314,0.0,220,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,217,258,240,18,0,309.0,314,0.0,356,,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,217,258,240,18,0,309.0,314,0.0,481,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,217,258,240,18,0,309.0,314,0.0,224,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,217,258,240,18,0,309.0,314,0.0,260,0.4,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,217,258,240,18,0,309.0,314,0.0,225,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,265,286,282,4,0,15079.0,354,357.0,299,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,265,286,282,4,0,15079.0,354,16.0,692,,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,265,286,282,4,0,15079.0,354,0.0,544,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,265,286,282,4,0,15079.0,354,661.0,314,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
ParticleSwarm,200.0,,,,1.0,265,286,282,4,0,15079.0,354,14.0,509,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,265,286,282,4,0,15079.0,354,0.0,1483,0.1,100.0,0.99,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,265,286,282,4,0,15079.0,354,0.0,669,0.4,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,265,286,282,4,0,15079.0,354,56.0,603,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,265,286,282,4,0,15079.0,354,19.0,571,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,265,286,282,4,0,15079.0,354,0.0,1227,0.1,100.0,0.99,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,432,794,786,8,0,1864.0,605,0.0,860,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,432,794,786,8,0,1864.0,605,306.0,535,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
MuPlusLambda,200.0,200.0,,,0.0,432,794,786,8,0,1864.0,605,240.0,536,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,432,794,786,8,0,1864.0,605,0.0,771,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,432,794,786,8,0,1864.0,605,0.0,1155,0.1,100.0,0.99,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,432,794,786,8,0,1864.0,605,0.0,977,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,432,794,786,8,0,1864.0,605,0.0,741,,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,432,794,786,8,0,1864.0,605,0.0,749,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,432,794,786,8,0,1864.0,605,0.0,691,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
ParticleSwarm,200.0,,,,1.0,432,794,786,8,0,1864.0,605,0.0,696,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,98,107,106,1,0,11640.0,205,0.0,877,0.1,100.0,0.99,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,98,107,106,1,0,11640.0,205,137.0,444,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,98,107,106,1,0,11640.0,205,1196.0,253,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
ParticleSwarm,200.0,,,,1.0,98,107,106,1,0,11640.0,205,189.0,367,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,98,107,106,1,0,11640.0,205,30.0,407,,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,98,107,106,1,0,11640.0,205,0.0,1017,0.1,100.0,0.99,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,98,107,106,1,0,11640.0,205,2069.0,371,0.4,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,98,107,106,1,0,11640.0,205,52.0,391,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,98,107,106,1,0,11640.0,205,1240.0,267,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,98,107,106,1,0,11640.0,205,0.0,367,0.4,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,309,337,331,6,0,6308.0,285,0.0,476,,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,309,337,331,6,0,6308.0,285,0.0,835,0.1,100.0,0.99,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,309,337,331,6,0,6308.0,285,0.0,397,0.4,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,309,337,331,6,0,6308.0,285,0.0,494,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,309,337,331,6,0,6308.0,285,0.0,322,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
ParticleSwarm,200.0,,,,1.0,309,337,331,6,0,6308.0,285,0.0,335,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,309,337,331,6,0,6308.0,285,152.0,240,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,309,337,331,6,0,6308.0,285,0.0,398,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,309,337,331,6,0,6308.0,285,0.0,756,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,309,337,331,6,0,6308.0,285,434.0,244,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
ParticleSwarm,200.0,,,,1.0,423,485,466,19,0,2084.0,363,0.0,424,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,423,485,466,19,0,2084.0,363,266.0,302,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,423,485,466,19,0,2084.0,363,0.0,494,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,423,485,466,19,0,2084.0,363,289.0,310,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,423,485,466,19,0,2084.0,363,0.0,506,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,423,485,466,19,0,2084.0,363,0.0,576,0.4,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,423,485,466,19,0,2084.0,363,0.0,439,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,423,485,466,19,0,2084.0,363,0.0,820,0.1,100.0,0.99,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,423,485,466,19,0,2084.0,363,0.0,805,0.1,100.0,0.99,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,423,485,466,19,0,2084.0,363,0.0,399,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,387,597,585,12,0,4241.0,658,0.0,1453,0.1,100.0,0.99,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,387,597,585,12,0,4241.0,658,0.0,747,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,387,597,585,12,0,4241.0,658,0.0,728,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,387,597,585,12,0,4241.0,658,342.0,550,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,387,597,585,12,0,4241.0,658,0.0,962,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,387,597,585,12,0,4241.0,658,548.0,542,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,387,597,585,12,0,4241.0,658,0.0,1590,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,387,597,585,12,0,4241.0,658,4.0,745,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,387,597,585,12,0,4241.0,658,0.0,755,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,387,597,585,12,0,4241.0,658,0.0,848,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,85,124,118,6,0,0.0,215,0.0,193,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,85,124,118,6,0,0.0,215,0.0,303,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,85,124,118,6,0,0.0,215,0.0,302,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,85,124,118,6,0,0.0,215,0.0,155,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
ParticleSwarm,200.0,,,,1.0,85,124,118,6,0,0.0,215,0.0,191,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,85,124,118,6,0,0.0,215,0.0,463,0.1,100.0,0.99,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,85,124,118,6,0,0.0,215,0.0,300,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,85,124,118,6,0,0.0,215,0.0,400,0.1,100.0,0.99,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,85,124,118,6,0,0.0,215,0.0,206,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,85,124,118,6,0,0.0,215,0.0,320,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,460,682,669,13,0,3535.0,329,0.0,498,0.4,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,460,682,669,13,0,3535.0,329,0.0,444,0.4,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,460,682,669,13,0,3535.0,329,0.0,446,,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,460,682,669,13,0,3535.0,329,0.0,792,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,460,682,669,13,0,3535.0,329,728.0,286,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
MuPlusLambda,200.0,200.0,,,0.0,460,682,669,13,0,3535.0,329,763.0,277,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,460,682,669,13,0,3535.0,329,11.0,450,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,460,682,669,13,0,3535.0,329,0.0,377,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
ParticleSwarm,200.0,,,,1.0,460,682,669,13,0,3535.0,329,0.0,386,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,460,682,669,13,0,3535.0,329,0.0,1031,0.1,100.0,0.99,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,477,684,665,19,0,2217.0,454,0.0,843,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,477,684,665,19,0,2217.0,454,580.0,416,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
ParticleSwarm,200.0,,,,1.0,477,684,665,19,0,2217.0,454,0.0,515,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
ParticleSwarm,200.0,,,,1.0,477,684,665,19,0,2217.0,454,0.0,529,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,477,684,665,19,0,2217.0,454,0.0,644,0.4,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,477,684,665,19,0,2217.0,454,0.0,581,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,477,684,665,19,0,2217.0,454,372.0,416,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,477,684,665,19,0,2217.0,454,0.0,1018,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,477,684,665,19,0,2217.0,454,0.0,594,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,477,684,665,19,0,2217.0,454,0.0,688,0.4,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,72,123,105,18,0,0.0,333,0.0,373,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,72,123,105,18,0,0.0,333,0.0,227,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,72,123,105,18,0,0.0,333,0.0,243,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,72,123,105,18,0,0.0,333,0.0,372,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,72,123,105,18,0,0.0,333,0.0,223,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,72,123,105,18,0,0.0,333,0.0,225,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,72,123,105,18,0,0.0,333,0.0,410,0.4,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,72,123,105,18,0,0.0,333,0.0,331,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,72,123,105,18,0,0.0,333,0.0,535,0.1,100.0,0.99,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,72,123,105,18,0,0.0,333,0.0,419,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,41,43,38,5,0,0.0,130,0.0,63,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
SimulatedAnnealing,1.0,,1.0,,1.0,41,43,38,5,0,0.0,130,0.0,248,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,41,43,38,5,0,0.0,130,0.0,161,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,41,43,38,5,0,0.0,130,0.0,48,0.4,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,41,43,38,5,0,0.0,130,0.0,49,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,41,43,38,5,0,0.0,130,0.0,158,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,41,43,38,5,0,0.0,130,0.0,47,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,41,43,38,5,0,0.0,130,0.0,69,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
ParticleSwarm,200.0,,,,1.0,41,43,38,5,0,0.0,130,0.0,52,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,41,43,38,5,0,0.0,130,0.0,269,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,476,773,768,5,0,9611.0,432,2125.0,406,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,476,773,768,5,0,9611.0,432,15.0,703,,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,476,773,768,5,0,9611.0,432,0.0,1036,0.1,100.0,0.99,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,476,773,768,5,0,9611.0,432,0.0,619,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,476,773,768,5,0,9611.0,432,1239.0,401,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,476,773,768,5,0,9611.0,432,13.0,674,0.4,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,476,773,768,5,0,9611.0,432,88.0,695,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,476,773,768,5,0,9611.0,432,2.0,694,0.4,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,476,773,768,5,0,9611.0,432,0.0,577,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,476,773,768,5,0,9611.0,432,0.0,1264,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,100,103,96,7,0,0.0,330,0.0,236,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
MuPlusLambda,200.0,200.0,,,0.0,100,103,96,7,0,0.0,330,0.0,274,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
ParticleSwarm,200.0,,,,1.0,100,103,96,7,0,0.0,330,0.0,219,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,100,103,96,7,0,0.0,330,0.0,409,0.4,,,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,100,103,96,7,0,0.0,330,0.0,368,,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,100,103,96,7,0,0.0,330,0.0,521,0.1,100.0,0.99,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,100,103,96,7,0,0.0,330,0.0,486,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,100,103,96,7,0,0.0,330,0.0,365,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,100,103,96,7,0,0.0,330,0.0,321,0.4,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,100,103,96,7,0,0.0,330,0.0,230,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,53,78,73,5,0,0.0,311,0.0,565,0.1,100.0,0.99,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,53,78,73,5,0,0.0,311,0.0,220,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
ParticleSwarm,200.0,,,,1.0,53,78,73,5,0,0.0,311,0.0,220,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,53,78,73,5,0,0.0,311,0.0,338,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,53,78,73,5,0,0.0,311,0.0,169,0.4,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,53,78,73,5,0,0.0,311,0.0,236,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,53,78,73,5,0,0.0,311,0.0,472,0.1,100.0,0.99,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,53,78,73,5,0,0.0,311,0.0,224,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
MuPlusLambda,200.0,200.0,,,0.0,53,78,73,5,0,0.0,311,0.0,206,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,53,78,73,5,0,0.0,311,0.0,329,,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,489,552,546,6,0,20948.0,353,1653.0,323,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,489,552,546,6,0,20948.0,353,10.0,538,,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,489,552,546,6,0,20948.0,353,0.0,942,0.1,100.0,0.99,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,489,552,546,6,0,20948.0,353,1.0,538,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,489,552,546,6,0,20948.0,353,26.0,553,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,489,552,546,6,0,20948.0,353,240.0,594,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,489,552,546,6,0,20948.0,353,1663.0,318,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
StochasticHillClimb,1.0,,1.0,,1.0,489,552,546,6,0,20948.0,353,0.0,537,0.4,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,489,552,546,6,0,20948.0,353,0.0,470,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,489,552,546,6,0,20948.0,353,0.0,937,0.1,100.0,0.99,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,447,738,723,15,0,5201.0,599,2661.0,2251,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
ParticleSwarm,200.0,,,,1.0,447,738,723,15,0,5201.0,599,2729.0,2201,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,447,738,723,15,0,5201.0,599,6765.0,1290,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,447,738,723,15,0,5201.0,599,3216.0,1712,0.4,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,447,738,723,15,0,5201.0,599,3157.0,1773,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,447,738,723,15,0,5201.0,599,4982.0,562,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
MuPlusLambda,200.0,200.0,,,0.0,447,738,723,15,0,5201.0,599,5196.0,567,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,447,738,723,15,0,5201.0,599,6624.0,1247,,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,447,738,723,15,0,5201.0,599,3491.0,1815,0.1,100.0,0.99,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,447,738,723,15,0,5201.0,599,3359.0,1969,0.1,100.0,0.99,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,59,95,80,15,0,0.0,185,0.0,286,0.1,100.0,0.99,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,59,95,80,15,0,0.0,185,0.0,389,0.1,100.0,0.99,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,59,95,80,15,0,0.0,185,0.0,142,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,59,95,80,15,0,0.0,185,0.0,218,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,59,95,80,15,0,0.0,185,0.0,99,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,59,95,80,15,0,0.0,185,0.0,251,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,59,95,80,15,0,0.0,185,0.0,124,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,59,95,80,15,0,0.0,185,0.0,296,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,59,95,80,15,0,0.0,185,0.0,146,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,59,95,80,15,0,0.0,185,0.0,237,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,299,327,319,8,0,8351.0,276,0.0,397,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
ParticleSwarm,200.0,,,,1.0,299,327,319,8,0,8351.0,276,0.0,410,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,299,327,319,8,0,8351.0,276,13.0,434,,,,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,299,327,319,8,0,8351.0,276,0.0,411,0.4,,,,,,,,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,299,327,319,8,0,8351.0,276,893.0,286,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
MuPlusLambda,200.0,200.0,,,0.0,299,327,319,8,0,8351.0,276,756.0,298,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
PlantPropagation,200.0,10.0,2.0,0.5,1.0,299,327,319,8,0,8351.0,276,9.0,543,,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,299,327,319,8,0,8351.0,276,0.0,784,0.1,100.0,0.99,,,,,,,,,,,
StochasticHillClimb,1.0,,1.0,,1.0,299,327,319,8,0,8351.0,276,0.0,410,0.4,,,,,,,,,,,,,
SimulatedAnnealing,1.0,,1.0,,1.0,299,327,319,8,0,8351.0,276,0.0,740,0.1,100.0,0.99,,,,,,,,,,,
PlantPropagation,200.0,10.0,2.0,0.5,1.0,457,843,834,9,0,3058.0,402,0.0,492,,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,1.0,457,843,834,9,0,3058.0,402,0.0,456,,,,4.0,6.0,-2.0,2.0,1.0,,,,,,
MuPlusLambda,200.0,200.0,,,0.0,457,843,834,9,0,3058.0,402,552.0,347,,,,,,,,,0.5,0.5,0.5,0.0,2.0,0.5
