assignments,relation_constraints,resource_constraints,date_constraints,constraints,original_penalty,original_makespan,solution_penalty,solution_makespan,algorithm,repair_pct,mu
241,397,4,0,401,2859,488,4827,524,FixerOnly,1.0,200
187,208,8,0,216,492,312,1266,244,FixerOnly,1.0,200
187,208,8,0,216,492,312,1096,251,FixerOnly,1.0,200
187,208,8,0,216,492,312,1134,253,FixerOnly,1.0,200
96,158,14,0,172,0,267,0,289,FixerOnly,1.0,200
96,158,14,0,172,0,267,0,238,FixerOnly,1.0,200
96,158,14,0,172,0,267,0,232,FixerOnly,1.0,200
250,268,4,0,272,11754,349,7275,333,FixerOnly,1.0,200
250,268,4,0,272,11754,349,6563,282,FixerOnly,1.0,200
250,268,4,0,272,11754,349,6089,298,FixerOnly,1.0,200
390,669,8,0,677,4214,436,5476,557,FixerOnly,1.0,200
390,669,8,0,677,4214,436,5544,493,FixerOnly,1.0,200
390,669,8,0,677,4214,436,6459,451,FixerOnly,1.0,200
493,546,13,0,559,9368,338,9746,353,FixerOnly,1.0,200
493,546,13,0,559,9368,338,10421,303,FixerOnly,1.0,200
493,546,13,0,559,9368,338,11358,279,FixerOnly,1.0,200
329,371,17,0,388,486,275,2148,254,FixerOnly,1.0,200
329,371,17,0,388,486,275,2193,372,FixerOnly,1.0,200
329,371,17,0,388,486,275,2562,285,FixerOnly,1.0,200
346,499,2,0,501,17296,441,17229,470,FixerOnly,1.0,200
346,499,2,0,501,17296,441,16389,488,FixerOnly,1.0,200
346,499,2,0,501,17296,441,17006,477,FixerOnly,1.0,200
94,157,10,0,167,0,198,8,240,FixerOnly,1.0,200
94,157,10,0,167,0,198,28,221,FixerOnly,1.0,200
94,157,10,0,167,0,198,9,229,FixerOnly,1.0,200
114,161,5,0,166,32,555,320,432,FixerOnly,1.0,200
114,161,5,0,166,32,555,607,529,FixerOnly,1.0,200
114,161,5,0,166,32,555,502,530,FixerOnly,1.0,200
247,427,6,0,433,334,417,2633,444,FixerOnly,1.0,200
247,427,6,0,433,334,417,2521,444,FixerOnly,1.0,200
247,427,6,0,433,334,417,2155,473,FixerOnly,1.0,200
392,605,15,0,620,1761,659,2394,580,FixerOnly,1.0,200
392,605,15,0,620,1761,659,2297,589,FixerOnly,1.0,200
392,605,15,0,620,1761,659,2891,604,FixerOnly,1.0,200
477,769,10,0,779,3336,714,5861,562,FixerOnly,1.0,200
477,769,10,0,779,3336,714,4956,589,FixerOnly,1.0,200
477,769,10,0,779,3336,714,5919,744,FixerOnly,1.0,200
197,332,7,0,339,1314,505,1980,437,FixerOnly,1.0,200
197,332,7,0,339,1314,505,2030,373,FixerOnly,1.0,200
197,332,7,0,339,1314,505,1564,516,FixerOnly,1.0,200
190,315,11,0,326,46,249,471,330,FixerOnly,1.0,200
190,315,11,0,326,46,249,304,338,FixerOnly,1.0,200
190,315,11,0,326,46,249,369,354,FixerOnly,1.0,200
130,184,18,0,202,0,380,74,364,FixerOnly,1.0,200
130,184,18,0,202,0,380,49,307,FixerOnly,1.0,200
130,184,18,0,202,0,380,36,340,FixerOnly,1.0,200
166,251,13,0,264,0,468,69,395,FixerOnly,1.0,200
166,251,13,0,264,0,468,131,272,FixerOnly,1.0,200
166,251,13,0,264,0,468,160,396,FixerOnly,1.0,200
447,484,9,0,493,12403,310,9468,399,FixerOnly,1.0,200
447,484,9,0,493,12403,310,10958,345,FixerOnly,1.0,200
447,484,9,0,493,12403,310,11144,366,FixerOnly,1.0,200
21,25,4,0,29,0,135,0,89,FixerOnly,1.0,200
21,25,4,0,29,0,135,0,103,FixerOnly,1.0,200
21,25,4,0,29,0,135,0,111,FixerOnly,1.0,200
107,139,7,0,146,0,504,114,377,FixerOnly,1.0,200
107,139,7,0,146,0,504,90,411,FixerOnly,1.0,200
107,139,7,0,146,0,504,83,366,FixerOnly,1.0,200
73,109,10,0,119,515,320,190,383,FixerOnly,1.0,200
73,109,10,0,119,515,320,194,515,FixerOnly,1.0,200
73,109,10,0,119,515,320,217,393,FixerOnly,1.0,200
434,796,12,0,808,2779,405,6161,351,FixerOnly,1.0,200
434,796,12,0,808,2779,405,6108,401,FixerOnly,1.0,200
434,796,12,0,808,2779,405,5861,468,FixerOnly,1.0,200
111,155,8,0,163,0,277,316,320,FixerOnly,1.0,200
111,155,8,0,163,0,277,155,245,FixerOnly,1.0,200
111,155,8,0,163,0,277,295,261,FixerOnly,1.0,200
208,290,7,0,297,356,370,1475,512,FixerOnly,1.0,200
208,290,7,0,297,356,370,1980,363,FixerOnly,1.0,200
208,290,7,0,297,356,370,1479,387,FixerOnly,1.0,200
329,522,1,0,523,18318,765,19154,620,FixerOnly,1.0,200
329,522,1,0,523,18318,765,18196,670,FixerOnly,1.0,200
329,522,1,0,523,18318,765,18589,766,FixerOnly,1.0,200
383,661,6,0,667,5573,504,8260,566,FixerOnly,1.0,200
383,661,6,0,667,5573,504,7989,492,FixerOnly,1.0,200
383,661,6,0,667,5573,504,8764,454,FixerOnly,1.0,200
158,226,17,0,243,0,207,346,284,FixerOnly,1.0,200
158,226,17,0,243,0,207,333,249,FixerOnly,1.0,200
158,226,17,0,243,0,207,280,272,FixerOnly,1.0,200
398,711,15,0,726,1049,667,1943,515,FixerOnly,1.0,200
398,711,15,0,726,1049,667,2414,497,FixerOnly,1.0,200
398,711,15,0,726,1049,667,2465,503,FixerOnly,1.0,200
481,543,16,0,559,9700,566,8477,687,FixerOnly,1.0,200
481,543,16,0,559,9700,566,9425,498,FixerOnly,1.0,200
481,543,16,0,559,9700,566,9494,462,FixerOnly,1.0,200
29,39,12,0,51,0,365,0,110,FixerOnly,1.0,200
29,39,12,0,51,0,365,0,100,FixerOnly,1.0,200
29,39,12,0,51,0,365,0,139,FixerOnly,1.0,200
306,454,8,0,462,1685,430,3385,407,FixerOnly,1.0,200
306,454,8,0,462,1685,430,3143,416,FixerOnly,1.0,200
306,454,8,0,462,1685,430,3221,447,FixerOnly,1.0,200
431,472,8,0,480,11809,323,11129,283,FixerOnly,1.0,200
431,472,8,0,480,11809,323,11926,305,FixerOnly,1.0,200
431,472,8,0,480,11809,323,11444,374,FixerOnly,1.0,200
460,676,12,0,688,3548,534,5578,385,FixerOnly,1.0,200
460,676,12,0,688,3548,534,5255,408,FixerOnly,1.0,200
460,676,12,0,688,3548,534,5465,502,FixerOnly,1.0,200
228,390,16,0,406,293,380,836,443,FixerOnly,1.0,200
228,390,16,0,406,293,380,774,451,FixerOnly,1.0,200
228,390,16,0,406,293,380,928,437,FixerOnly,1.0,200
30,37,1,0,38,0,275,25,217,FixerOnly,1.0,200
30,37,1,0,38,0,275,31,208,FixerOnly,1.0,200
30,37,1,0,38,0,275,0,285,FixerOnly,1.0,200
459,862,14,0,876,1215,537,3366,582,FixerOnly,1.0,200
459,862,14,0,876,1215,537,3975,472,FixerOnly,1.0,200
459,862,14,0,876,1215,537,4639,433,FixerOnly,1.0,200
395,579,8,0,587,2798,494,5528,478,FixerOnly,1.0,200
395,579,8,0,587,2798,494,4813,420,FixerOnly,1.0,200
395,579,8,0,587,2798,494,4961,520,FixerOnly,1.0,200
416,708,1,0,709,37490,565,37812,550,FixerOnly,1.0,200
416,708,1,0,709,37490,565,37246,470,FixerOnly,1.0,200
416,708,1,0,709,37490,565,35928,550,FixerOnly,1.0,200
375,545,19,0,564,45,584,929,546,FixerOnly,1.0,200
375,545,19,0,564,45,584,1096,869,FixerOnly,1.0,200
375,545,19,0,564,45,584,990,589,FixerOnly,1.0,200
248,347,1,0,348,17993,466,13203,436,FixerOnly,1.0,200
248,347,1,0,348,17993,466,13530,509,FixerOnly,1.0,200
248,347,1,0,348,17993,466,13076,461,FixerOnly,1.0,200
378,627,19,0,646,784,593,2487,419,FixerOnly,1.0,200
378,627,19,0,646,784,593,3006,335,FixerOnly,1.0,200
378,627,19,0,646,784,593,2914,397,FixerOnly,1.0,200
90,133,17,0,150,127,524,57,297,FixerOnly,1.0,200
90,133,17,0,150,127,524,62,257,FixerOnly,1.0,200
90,133,17,0,150,127,524,62,234,FixerOnly,1.0,200
301,444,9,0,453,2030,576,2706,419,FixerOnly,1.0,200
301,444,9,0,453,2030,576,3056,409,FixerOnly,1.0,200
301,444,9,0,453,2030,576,3246,397,FixerOnly,1.0,200
367,661,16,0,677,35,544,1835,506,FixerOnly,1.0,200
367,661,16,0,677,35,544,1556,534,FixerOnly,1.0,200
367,661,16,0,677,35,544,1510,472,FixerOnly,1.0,200
216,302,5,0,307,1668,605,2624,642,FixerOnly,1.0,200
216,302,5,0,307,1668,605,2615,508,FixerOnly,1.0,200
216,302,5,0,307,1668,605,2709,590,FixerOnly,1.0,200
423,779,12,0,791,843,678,4197,534,FixerOnly,1.0,200
423,779,12,0,791,843,678,4621,543,FixerOnly,1.0,200
423,779,12,0,791,843,678,4151,525,FixerOnly,1.0,200
185,249,10,0,259,486,304,821,337,FixerOnly,1.0,200
185,249,10,0,259,486,304,867,277,FixerOnly,1.0,200
185,249,10,0,259,486,304,638,325,FixerOnly,1.0,200
477,724,7,0,731,9910,661,10265,504,FixerOnly,1.0,200
477,724,7,0,731,9910,661,10043,510,FixerOnly,1.0,200
477,724,7,0,731,9910,661,9761,487,FixerOnly,1.0,200
68,89,2,0,91,164,227,687,261,FixerOnly,1.0,200
68,89,2,0,91,164,227,658,227,FixerOnly,1.0,200
68,89,2,0,91,164,227,390,327,FixerOnly,1.0,200
297,319,19,0,338,29,378,1062,328,FixerOnly,1.0,200
297,319,19,0,338,29,378,1623,342,FixerOnly,1.0,200
297,319,19,0,338,29,378,1580,416,FixerOnly,1.0,200
301,536,8,0,544,1907,403,3243,409,FixerOnly,1.0,200
301,536,8,0,544,1907,403,4521,438,FixerOnly,1.0,200
301,536,8,0,544,1907,403,4722,444,FixerOnly,1.0,200
110,109,3,0,112,4032,346,2403,293,FixerOnly,1.0,200
110,109,3,0,112,4032,346,2146,265,FixerOnly,1.0,200
110,109,3,0,112,4032,346,2076,328,FixerOnly,1.0,200
77,115,17,0,132,0,211,0,241,FixerOnly,1.0,200
77,115,17,0,132,0,211,0,236,FixerOnly,1.0,200
77,115,17,0,132,0,211,0,266,FixerOnly,1.0,200
497,897,12,0,909,3075,749,5335,556,FixerOnly,1.0,200
497,897,12,0,909,3075,749,6330,630,FixerOnly,1.0,200
497,897,12,0,909,3075,749,6041,704,FixerOnly,1.0,200
218,358,1,0,359,15801,385,14112,452,FixerOnly,1.0,200
218,358,1,0,359,15801,385,13646,412,FixerOnly,1.0,200
218,358,1,0,359,15801,385,15130,398,FixerOnly,1.0,200
69,67,8,0,75,0,202,57,243,FixerOnly,1.0,200
69,67,8,0,75,0,202,17,278,FixerOnly,1.0,200
69,67,8,0,75,0,202,22,251,FixerOnly,1.0,200
190,317,16,0,333,45,410,411,282,FixerOnly,1.0,200
190,317,16,0,333,45,410,515,350,FixerOnly,1.0,200
190,317,16,0,333,45,410,416,371,FixerOnly,1.0,200
50,60,10,0,70,0,279,0,160,FixerOnly,1.0,200
50,60,10,0,70,0,279,0,158,FixerOnly,1.0,200
50,60,10,0,70,0,279,0,178,FixerOnly,1.0,200
61,93,4,0,97,0,168,35,259,FixerOnly,1.0,200
61,93,4,0,97,0,168,56,215,FixerOnly,1.0,200
61,93,4,0,97,0,168,24,181,FixerOnly,1.0,200
215,342,7,0,349,610,632,2117,347,FixerOnly,1.0,200
215,342,7,0,349,610,632,2085,524,FixerOnly,1.0,200
215,342,7,0,349,610,632,1986,289,FixerOnly,1.0,200
147,221,17,0,238,0,439,91,385,FixerOnly,1.0,200
147,221,17,0,238,0,439,75,434,FixerOnly,1.0,200
147,221,17,0,238,0,439,138,296,FixerOnly,1.0,200
191,292,16,0,308,0,372,89,318,FixerOnly,1.0,200
191,292,16,0,308,0,372,70,376,FixerOnly,1.0,200
191,292,16,0,308,0,372,78,291,FixerOnly,1.0,200
67,91,13,0,104,0,168,0,210,FixerOnly,1.0,200
67,91,13,0,104,0,168,0,152,FixerOnly,1.0,200
67,91,13,0,104,0,168,3,203,FixerOnly,1.0,200
425,605,19,0,624,227,448,2120,522,FixerOnly,1.0,200
425,605,19,0,624,227,448,1909,487,FixerOnly,1.0,200
425,605,19,0,624,227,448,1520,487,FixerOnly,1.0,200
416,778,9,0,787,2935,411,7555,509,FixerOnly,1.0,200
416,778,9,0,787,2935,411,6818,489,FixerOnly,1.0,200
416,778,9,0,787,2935,411,6965,441,FixerOnly,1.0,200
334,518,13,0,531,1127,513,2196,467,FixerOnly,1.0,200
334,518,13,0,531,1127,513,2041,542,FixerOnly,1.0,200
334,518,13,0,531,1127,513,2313,682,FixerOnly,1.0,200
190,297,7,0,304,828,505,2012,534,FixerOnly,1.0,200
190,297,7,0,304,828,505,1502,464,FixerOnly,1.0,200
190,297,7,0,304,828,505,1901,422,FixerOnly,1.0,200
445,654,5,0,659,12585,419,9369,446,FixerOnly,1.0,200
445,654,5,0,659,12585,419,9829,461,FixerOnly,1.0,200
445,654,5,0,659,12585,419,8974,497,FixerOnly,1.0,200
141,142,17,0,159,483,253,291,226,FixerOnly,1.0,200
141,142,17,0,159,483,253,435,259,FixerOnly,1.0,200
141,142,17,0,159,483,253,455,250,FixerOnly,1.0,200
233,390,18,0,408,0,384,276,450,FixerOnly,1.0,200
233,390,18,0,408,0,384,369,496,FixerOnly,1.0,200
233,390,18,0,408,0,384,322,460,FixerOnly,1.0,200
297,518,14,0,532,1613,394,1796,474,FixerOnly,1.0,200
297,518,14,0,532,1613,394,2150,444,FixerOnly,1.0,200
297,518,14,0,532,1613,394,2024,376,FixerOnly,1.0,200
193,200,13,0,213,1128,196,1442,258,FixerOnly,1.0,200
193,200,13,0,213,1128,196,1484,329,FixerOnly,1.0,200
193,200,13,0,213,1128,196,1243,302,FixerOnly,1.0,200
494,733,8,0,741,12390,520,15731,502,FixerOnly,1.0,200
494,733,8,0,741,12390,520,16297,461,FixerOnly,1.0,200
494,733,8,0,741,12390,520,15958,423,FixerOnly,1.0,200
266,438,17,0,455,85,496,751,398,FixerOnly,1.0,200
266,438,17,0,455,85,496,891,429,FixerOnly,1.0,200
266,438,17,0,455,85,496,865,361,FixerOnly,1.0,200
388,572,3,0,575,24238,524,25211,511,FixerOnly,1.0,200
388,572,3,0,575,24238,524,26054,538,FixerOnly,1.0,200
388,572,3,0,575,24238,524,25103,533,FixerOnly,1.0,200
143,230,17,0,247,0,469,0,494,FixerOnly,1.0,200
143,230,17,0,247,0,469,18,408,FixerOnly,1.0,200
143,230,17,0,247,0,469,77,492,FixerOnly,1.0,200
187,191,8,0,199,2255,128,1568,259,FixerOnly,1.0,200
187,191,8,0,199,2255,128,1371,226,FixerOnly,1.0,200
187,191,8,0,199,2255,128,1145,247,FixerOnly,1.0,200
316,465,4,0,469,3541,431,6083,461,FixerOnly,1.0,200
316,465,4,0,469,3541,431,6488,456,FixerOnly,1.0,200
316,465,4,0,469,3541,431,5531,608,FixerOnly,1.0,200
57,76,13,0,89,0,147,0,175,FixerOnly,1.0,200
57,76,13,0,89,0,147,0,129,FixerOnly,1.0,200
57,76,13,0,89,0,147,0,170,FixerOnly,1.0,200
408,420,5,0,425,22952,513,14821,424,FixerOnly,1.0,200
408,420,5,0,425,22952,513,14990,479,FixerOnly,1.0,200
408,420,5,0,425,22952,513,14248,340,FixerOnly,1.0,200
211,217,13,0,230,971,319,1163,291,FixerOnly,1.0,200
211,217,13,0,230,971,319,1176,339,FixerOnly,1.0,200
211,217,13,0,230,971,319,1065,258,FixerOnly,1.0,200
117,171,15,0,186,0,356,17,350,FixerOnly,1.0,200
117,171,15,0,186,0,356,21,341,FixerOnly,1.0,200
117,171,15,0,186,0,356,14,379,FixerOnly,1.0,200
141,227,5,0,232,0,322,1219,342,FixerOnly,1.0,200
141,227,5,0,232,0,322,1286,346,FixerOnly,1.0,200
141,227,5,0,232,0,322,1260,311,FixerOnly,1.0,200
328,565,11,0,576,532,445,2044,383,FixerOnly,1.0,200
328,565,11,0,576,532,445,2145,314,FixerOnly,1.0,200
328,565,11,0,576,532,445,1367,426,FixerOnly,1.0,200
471,686,9,0,695,9943,402,13322,405,FixerOnly,1.0,200
471,686,9,0,695,9943,402,13053,381,FixerOnly,1.0,200
471,686,9,0,695,9943,402,13399,311,FixerOnly,1.0,200
488,874,11,0,885,3698,310,6163,382,FixerOnly,1.0,200
488,874,11,0,885,3698,310,6342,380,FixerOnly,1.0,200
488,874,11,0,885,3698,310,6767,377,FixerOnly,1.0,200
310,505,11,0,516,226,427,1174,368,FixerOnly,1.0,200
310,505,11,0,516,226,427,1268,459,FixerOnly,1.0,200
310,505,11,0,516,226,427,1376,465,FixerOnly,1.0,200
28,34,10,0,44,0,123,0,132,FixerOnly,1.0,200
28,34,10,0,44,0,123,0,116,FixerOnly,1.0,200
28,34,10,0,44,0,123,0,123,FixerOnly,1.0,200
360,613,16,0,629,2996,420,3876,415,FixerOnly,1.0,200
360,613,16,0,629,2996,420,3922,354,FixerOnly,1.0,200
360,613,16,0,629,2996,420,3644,333,FixerOnly,1.0,200
243,366,11,0,377,0,540,1014,448,FixerOnly,1.0,200
243,366,11,0,377,0,540,707,474,FixerOnly,1.0,200
243,366,11,0,377,0,540,1011,511,FixerOnly,1.0,200
220,303,16,0,319,0,438,212,556,FixerOnly,1.0,200
220,303,16,0,319,0,438,85,501,FixerOnly,1.0,200
220,303,16,0,319,0,438,207,430,FixerOnly,1.0,200
388,416,6,0,422,18336,294,16777,297,FixerOnly,1.0,200
388,416,6,0,422,18336,294,15037,300,FixerOnly,1.0,200
388,416,6,0,422,18336,294,16259,298,FixerOnly,1.0,200
195,315,3,0,318,1169,442,2969,424,FixerOnly,1.0,200
195,315,3,0,318,1169,442,3452,524,FixerOnly,1.0,200
195,315,3,0,318,1169,442,3451,384,FixerOnly,1.0,200
410,684,14,0,698,4037,558,4532,474,FixerOnly,1.0,200
410,684,14,0,698,4037,558,4800,525,FixerOnly,1.0,200
410,684,14,0,698,4037,558,5199,517,FixerOnly,1.0,200
115,191,19,0,210,0,226,9,284,FixerOnly,1.0,200
115,191,19,0,210,0,226,17,299,FixerOnly,1.0,200
115,191,19,0,210,0,226,16,392,FixerOnly,1.0,200
310,479,17,0,496,130,359,776,477,FixerOnly,1.0,200
310,479,17,0,496,130,359,681,485,FixerOnly,1.0,200
310,479,17,0,496,130,359,548,497,FixerOnly,1.0,200
285,451,14,0,465,856,790,1168,604,FixerOnly,1.0,200
285,451,14,0,465,856,790,716,686,FixerOnly,1.0,200
285,451,14,0,465,856,790,794,664,FixerOnly,1.0,200
349,605,15,0,620,965,374,2437,452,FixerOnly,1.0,200
349,605,15,0,620,965,374,2622,453,FixerOnly,1.0,200
349,605,15,0,620,965,374,2656,476,FixerOnly,1.0,200
325,467,2,0,469,21330,323,19042,407,FixerOnly,1.0,200
325,467,2,0,469,21330,323,18695,329,FixerOnly,1.0,200
325,467,2,0,469,21330,323,18628,374,FixerOnly,1.0,200
62,91,7,0,98,0,199,0,331,FixerOnly,1.0,200
62,91,7,0,98,0,199,8,293,FixerOnly,1.0,200
62,91,7,0,98,0,199,1,436,FixerOnly,1.0,200
254,388,16,0,404,208,450,835,482,FixerOnly,1.0,200
254,388,16,0,404,208,450,795,352,FixerOnly,1.0,200
254,388,16,0,404,208,450,1034,421,FixerOnly,1.0,200
232,379,13,0,392,163,407,969,306,FixerOnly,1.0,200
232,379,13,0,392,163,407,1112,316,FixerOnly,1.0,200
232,379,13,0,392,163,407,1149,506,FixerOnly,1.0,200
201,324,16,0,340,0,371,428,379,FixerOnly,1.0,200
201,324,16,0,340,0,371,448,404,FixerOnly,1.0,200
201,324,16,0,340,0,371,389,409,FixerOnly,1.0,200
480,710,14,0,724,2259,621,4899,586,FixerOnly,1.0,200
480,710,14,0,724,2259,621,4733,487,FixerOnly,1.0,200
480,710,14,0,724,2259,621,4995,526,FixerOnly,1.0,200
203,296,6,0,302,975,235,2092,402,FixerOnly,1.0,200
203,296,6,0,302,975,235,2475,337,FixerOnly,1.0,200
203,296,6,0,302,975,235,2250,318,FixerOnly,1.0,200
241,418,9,0,427,1588,263,2376,455,FixerOnly,1.0,200
241,418,9,0,427,1588,263,2384,329,FixerOnly,1.0,200
241,418,9,0,427,1588,263,1995,366,FixerOnly,1.0,200
129,183,12,0,195,0,216,329,220,FixerOnly,1.0,200
129,183,12,0,195,0,216,359,291,FixerOnly,1.0,200
129,183,12,0,195,0,216,337,296,FixerOnly,1.0,200
118,186,18,0,204,0,428,22,337,FixerOnly,1.0,200
118,186,18,0,204,0,428,47,296,FixerOnly,1.0,200
118,186,18,0,204,0,428,16,352,FixerOnly,1.0,200
15,16,9,0,25,0,88,0,55,FixerOnly,1.0,200
15,16,9,0,25,0,88,0,73,FixerOnly,1.0,200
15,16,9,0,25,0,88,0,87,FixerOnly,1.0,200
53,75,19,0,94,0,264,0,163,FixerOnly,1.0,200
53,75,19,0,94,0,264,0,168,FixerOnly,1.0,200
53,75,19,0,94,0,264,0,172,FixerOnly,1.0,200
437,652,11,0,663,1147,534,4624,621,FixerOnly,1.0,200
437,652,11,0,663,1147,534,5141,498,FixerOnly,1.0,200
437,652,11,0,663,1147,534,3943,480,FixerOnly,1.0,200
389,699,11,0,710,4077,564,6030,604,FixerOnly,1.0,200
389,699,11,0,710,4077,564,6637,514,FixerOnly,1.0,200
389,699,11,0,710,4077,564,6013,604,FixerOnly,1.0,200
171,240,13,0,253,291,282,749,323,FixerOnly,1.0,200
171,240,13,0,253,291,282,465,381,FixerOnly,1.0,200
171,240,13,0,253,291,282,615,400,FixerOnly,1.0,200
53,73,4,0,77,0,394,0,320,FixerOnly,1.0,200
53,73,4,0,77,0,394,0,219,FixerOnly,1.0,200
53,73,4,0,77,0,394,0,349,FixerOnly,1.0,200
93,138,17,0,155,15,224,0,254,FixerOnly,1.0,200
93,138,17,0,155,15,224,0,269,FixerOnly,1.0,200
93,138,17,0,155,15,224,0,229,FixerOnly,1.0,200
49,81,12,0,93,196,236,0,222,FixerOnly,1.0,200
49,81,12,0,93,196,236,0,207,FixerOnly,1.0,200
49,81,12,0,93,196,236,0,251,FixerOnly,1.0,200
278,303,2,0,305,18031,320,11334,316,FixerOnly,1.0,200
278,303,2,0,305,18031,320,10289,381,FixerOnly,1.0,200
278,303,2,0,305,18031,320,10260,347,FixerOnly,1.0,200
324,442,16,0,458,148,510,1339,385,FixerOnly,1.0,200
324,442,16,0,458,148,510,1324,426,FixerOnly,1.0,200
324,442,16,0,458,148,510,1237,463,FixerOnly,1.0,200
292,405,2,0,407,20095,320,13479,376,FixerOnly,1.0,200
292,405,2,0,407,20095,320,13895,364,FixerOnly,1.0,200
292,405,2,0,407,20095,320,14389,317,FixerOnly,1.0,200
32,42,15,0,57,0,249,0,146,FixerOnly,1.0,200
32,42,15,0,57,0,249,0,130,FixerOnly,1.0,200
32,42,15,0,57,0,249,0,122,FixerOnly,1.0,200
92,122,12,0,134,0,305,0,232,FixerOnly,1.0,200
92,122,12,0,134,0,305,0,285,FixerOnly,1.0,200
92,122,12,0,134,0,305,0,324,FixerOnly,1.0,200
382,642,8,0,650,2368,441,5392,535,FixerOnly,1.0,200
382,642,8,0,650,2368,441,5245,733,FixerOnly,1.0,200
382,642,8,0,650,2368,441,5488,522,FixerOnly,1.0,200
276,302,12,0,314,2102,384,2639,398,FixerOnly,1.0,200
276,302,12,0,314,2102,384,3304,324,FixerOnly,1.0,200
276,302,12,0,314,2102,384,2762,384,FixerOnly,1.0,200
392,422,19,0,441,3573,290,3902,323,FixerOnly,1.0,200
392,422,19,0,441,3573,290,3763,336,FixerOnly,1.0,200
392,422,19,0,441,3573,290,3933,290,FixerOnly,1.0,200
442,481,3,0,484,41724,466,33690,357,FixerOnly,1.0,200
442,481,3,0,484,41724,466,34323,393,FixerOnly,1.0,200
442,481,3,0,484,41724,466,33164,413,FixerOnly,1.0,200
361,533,8,0,541,3613,328,4791,484,FixerOnly,1.0,200
361,533,8,0,541,3613,328,4888,387,FixerOnly,1.0,200
361,533,8,0,541,3613,328,4372,433,FixerOnly,1.0,200
348,576,2,0,578,22319,470,20976,597,FixerOnly,1.0,200
348,576,2,0,578,22319,470,21307,525,FixerOnly,1.0,200
348,576,2,0,578,22319,470,20820,598,FixerOnly,1.0,200
444,668,17,0,685,644,618,3499,480,FixerOnly,1.0,200
444,668,17,0,685,644,618,3410,444,FixerOnly,1.0,200
444,668,17,0,685,644,618,2864,514,FixerOnly,1.0,200
28,33,14,0,47,0,260,0,142,FixerOnly,1.0,200
28,33,14,0,47,0,260,0,106,FixerOnly,1.0,200
28,33,14,0,47,0,260,0,138,FixerOnly,1.0,200
34,45,13,0,58,0,296,0,152,FixerOnly,1.0,200
34,45,13,0,58,0,296,0,154,FixerOnly,1.0,200
34,45,13,0,58,0,296,0,141,FixerOnly,1.0,200
348,570,19,0,589,185,714,931,495,FixerOnly,1.0,200
348,570,19,0,589,185,714,805,789,FixerOnly,1.0,200
348,570,19,0,589,185,714,1017,548,FixerOnly,1.0,200
406,599,8,0,607,3829,494,4511,451,FixerOnly,1.0,200
406,599,8,0,607,3829,494,4478,488,FixerOnly,1.0,200
406,599,8,0,607,3829,494,4735,501,FixerOnly,1.0,200
363,410,18,0,428,271,576,2232,485,FixerOnly,1.0,200
363,410,18,0,428,271,576,2104,491,FixerOnly,1.0,200
363,410,18,0,428,271,576,1960,500,FixerOnly,1.0,200
479,686,14,0,700,1787,426,5168,498,FixerOnly,1.0,200
479,686,14,0,700,1787,426,5919,371,FixerOnly,1.0,200
479,686,14,0,700,1787,426,6340,435,FixerOnly,1.0,200
219,352,13,0,365,0,517,856,328,FixerOnly,1.0,200
219,352,13,0,365,0,517,1000,298,FixerOnly,1.0,200
219,352,13,0,365,0,517,843,374,FixerOnly,1.0,200
128,218,5,0,223,0,422,255,425,FixerOnly,1.0,200
128,218,5,0,223,0,422,592,357,FixerOnly,1.0,200
128,218,5,0,223,0,422,591,382,FixerOnly,1.0,200
231,306,18,0,324,867,375,762,433,FixerOnly,1.0,200
231,306,18,0,324,867,375,800,409,FixerOnly,1.0,200
231,306,18,0,324,867,375,818,308,FixerOnly,1.0,200
148,151,15,0,166,952,310,588,337,FixerOnly,1.0,200
148,151,15,0,166,952,310,445,293,FixerOnly,1.0,200
148,151,15,0,166,952,310,657,267,FixerOnly,1.0,200
245,250,11,0,261,3784,262,3524,257,FixerOnly,1.0,200
245,250,11,0,261,3784,262,3366,292,FixerOnly,1.0,200
245,250,11,0,261,3784,262,2985,282,FixerOnly,1.0,200
133,136,18,0,154,217,225,178,214,FixerOnly,1.0,200
133,136,18,0,154,217,225,92,297,FixerOnly,1.0,200
133,136,18,0,154,217,225,211,210,FixerOnly,1.0,200
43,42,1,0,43,1614,109,677,217,FixerOnly,1.0,200
43,42,1,0,43,1614,109,396,197,FixerOnly,1.0,200
43,42,1,0,43,1614,109,689,233,FixerOnly,1.0,200
359,630,9,0,639,647,618,3640,516,FixerOnly,1.0,200
359,630,9,0,639,647,618,3783,486,FixerOnly,1.0,200
359,630,9,0,639,647,618,4119,455,FixerOnly,1.0,200
280,525,17,0,542,60,318,1133,324,FixerOnly,1.0,200
280,525,17,0,542,60,318,1102,322,FixerOnly,1.0,200
280,525,17,0,542,60,318,1159,343,FixerOnly,1.0,200
308,364,14,0,378,381,307,1927,308,FixerOnly,1.0,200
308,364,14,0,378,381,307,2124,359,FixerOnly,1.0,200
308,364,14,0,378,381,307,1917,444,FixerOnly,1.0,200
462,501,3,0,504,44634,363,32124,274,FixerOnly,1.0,200
462,501,3,0,504,44634,363,31790,261,FixerOnly,1.0,200
462,501,3,0,504,44634,363,30304,382,FixerOnly,1.0,200
61,83,9,0,92,0,328,0,225,FixerOnly,1.0,200
61,83,9,0,92,0,328,0,224,FixerOnly,1.0,200
