algorithm,mu,mut_prob,mut_std,temp,alpha,repair_pct,assignments,constraints,relation_constraints,resource_constraints,date_constraints,original_penalty,original_makespan,solution_penalty,solution_makespan,lambda_,cxpb,mutpb,mate_indpb,mutate_mu,mutate_sigma,mutate_indpb,mut_indpb,phi1,phi2,smin,smax,weight
StochasticHillClimb,1.0,0.4,1.0,,,1.0,457,843,834,9,0,3058.0,402,0.0,653,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,457,843,834,9,0,3058.0,402,0.0,803,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,457,843,834,9,0,3058.0,402,636.0,354,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
ParticleSwarm,200.0,,,,,1.0,457,843,834,9,0,3058.0,402,0.0,468,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,345,404,395,9,0,7512.0,391,1.0,468,10.0,,,,,,,0.5,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,345,404,395,9,0,7512.0,391,0.0,743,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,345,404,395,9,0,7512.0,391,313.0,345,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,345,404,395,9,0,7512.0,391,0.0,494,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,345,404,395,9,0,7512.0,391,0.0,417,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,401,662,643,19,0,135.0,364,1.0,488,10.0,,,,,,,0.5,,,,,
MuPlusLambda,200.0,,,,,0.0,401,662,643,19,0,135.0,364,657.0,342,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
ParticleSwarm,200.0,,,,,1.0,401,662,643,19,0,135.0,364,0.0,467,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,401,662,643,19,0,135.0,364,0.0,856,,,,,,,,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,401,662,643,19,0,135.0,364,0.0,571,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,297,500,486,14,0,14.0,501,1.0,578,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,297,500,486,14,0,14.0,501,0.0,511,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
MuPlusLambda,200.0,,,,,0.0,297,500,486,14,0,14.0,501,140.0,416,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,297,500,486,14,0,14.0,501,0.0,747,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,297,500,486,14,0,14.0,501,0.0,712,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,462,690,685,5,0,7781.0,598,0.0,1356,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,462,690,685,5,0,7781.0,598,784.0,561,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,462,690,685,5,0,7781.0,598,0.0,849,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,462,690,685,5,0,7781.0,598,0.0,804,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
StochasticHillClimb,1.0,0.4,1.0,,,1.0,462,690,685,5,0,7781.0,598,0.0,807,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,314,541,522,19,0,66.0,591,0.0,975,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,314,541,522,19,0,66.0,591,37.0,519,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,314,541,522,19,0,66.0,591,0.0,623,10.0,,,,,,,0.5,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,314,541,522,19,0,66.0,591,0.0,779,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,314,541,522,19,0,66.0,591,0.0,603,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
MuPlusLambda,200.0,,,,,0.0,105,126,113,13,0,20.0,173,0.0,146,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,105,126,113,13,0,20.0,173,0.0,240,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,105,126,113,13,0,20.0,173,0.0,155,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,105,126,113,13,0,20.0,173,0.0,277,10.0,,,,,,,0.5,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,105,126,113,13,0,20.0,173,0.0,368,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,458,652,648,4,0,16170.0,845,269.0,1061,10.0,,,,,,,0.5,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,458,652,648,4,0,16170.0,845,0.0,2606,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,458,652,648,4,0,16170.0,845,2013.0,806,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,458,652,648,4,0,16170.0,845,175.0,1158,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,458,652,648,4,0,16170.0,845,14.0,1123,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,413,640,625,15,0,560.0,600,0.0,724,10.0,,,,,,,0.5,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,413,640,625,15,0,560.0,600,0.0,820,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,413,640,625,15,0,560.0,600,268.0,560,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,413,640,625,15,0,560.0,600,0.0,795,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,413,640,625,15,0,560.0,600,0.0,613,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,247,269,258,11,0,930.0,337,0.0,665,,,,,,,,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,247,269,258,11,0,930.0,337,0.0,476,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,247,269,258,11,0,930.0,337,0.0,410,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,247,269,258,11,0,930.0,337,0.0,337,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
MuPlusLambda,200.0,,,,,0.0,247,269,258,11,0,930.0,337,62.0,294,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
ParticleSwarm,200.0,,,,,1.0,195,220,214,6,0,3551.0,207,0.0,243,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,195,220,214,6,0,3551.0,207,0.0,599,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,195,220,214,6,0,3551.0,207,173.0,181,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,195,220,214,6,0,3551.0,207,0.0,327,10.0,,,,,,,0.5,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,195,220,214,6,0,3551.0,207,0.0,284,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,109,129,117,12,0,0.0,289,0.0,218,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,109,129,117,12,0,0.0,289,0.0,328,10.0,,,,,,,0.5,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,109,129,117,12,0,0.0,289,0.0,498,,,,,,,,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,109,129,117,12,0,0.0,289,0.0,377,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,109,129,117,12,0,0.0,289,15.0,197,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
ParticleSwarm,200.0,,,,,1.0,367,666,664,2,0,12547.0,622,0.0,715,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
StochasticHillClimb,1.0,0.4,1.0,,,1.0,367,666,664,2,0,12547.0,622,0.0,870,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,367,666,664,2,0,12547.0,622,36.0,709,10.0,,,,,,,0.5,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,367,666,664,2,0,12547.0,622,0.0,1487,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,367,666,664,2,0,12547.0,622,1590.0,543,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,236,334,329,5,0,3148.0,435,230.0,675,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,236,334,329,5,0,3148.0,435,111.0,561,10.0,,,,,,,0.5,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,236,334,329,5,0,3148.0,435,0.0,1508,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,236,334,329,5,0,3148.0,435,521.0,390,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
ParticleSwarm,200.0,,,,,1.0,236,334,329,5,0,3148.0,435,0.0,657,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,177,297,286,11,0,121.0,374,0.0,525,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,177,297,286,11,0,121.0,374,0.0,345,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,177,297,286,11,0,121.0,374,0.0,434,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,177,297,286,11,0,121.0,374,0.0,370,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,177,297,286,11,0,121.0,374,0.0,441,10.0,,,,,,,0.5,,,,,
PlantPropagation,200.0,,2.0,,,1.0,220,373,360,13,0,0.0,356,0.0,460,10.0,,,,,,,0.5,,,,,
MuPlusLambda,200.0,,,,,0.0,220,373,360,13,0,0.0,356,27.0,311,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,220,373,360,13,0,0.0,356,0.0,620,,,,,,,,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,220,373,360,13,0,0.0,356,0.0,597,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,220,373,360,13,0,0.0,356,0.0,408,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,363,649,639,10,0,771.0,425,7.0,591,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,363,649,639,10,0,771.0,425,0.0,615,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
MuPlusLambda,200.0,,,,,0.0,363,649,639,10,0,771.0,425,250.0,391,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,363,649,639,10,0,771.0,425,0.0,739,,,,,,,,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,363,649,639,10,0,771.0,425,0.0,783,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,424,464,452,12,0,6359.0,378,0.0,1022,,,,,,,,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,424,464,452,12,0,6359.0,378,0.0,589,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,424,464,452,12,0,6359.0,378,585.0,352,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,424,464,452,12,0,6359.0,378,1.0,601,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,424,464,452,12,0,6359.0,378,0.0,468,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
MuPlusLambda,200.0,,,,,0.0,346,607,592,15,0,0.0,920,212.0,865,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,346,607,592,15,0,0.0,920,0.0,1066,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,346,607,592,15,0,0.0,920,0.0,1214,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,346,607,592,15,0,0.0,920,0.0,950,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,346,607,592,15,0,0.0,920,0.0,1066,10.0,,,,,,,0.5,,,,,
MuPlusLambda,200.0,,,,,0.0,278,395,393,2,0,14622.0,500,1058.0,474,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,278,395,393,2,0,14622.0,500,1016.0,799,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,278,395,393,2,0,14622.0,500,0.0,1977,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,278,395,393,2,0,14622.0,500,1.0,731,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,278,395,393,2,0,14622.0,500,221.0,791,10.0,,,,,,,0.5,,,,,
MuPlusLambda,200.0,,,,,0.0,399,735,726,9,0,1519.0,390,277.0,364,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,399,735,726,9,0,1519.0,390,0.0,646,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,399,735,726,9,0,1519.0,390,3.0,569,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,399,735,726,9,0,1519.0,390,0.0,464,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,399,735,726,9,0,1519.0,390,0.0,885,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,219,339,338,1,0,23882.0,558,3775.0,1011,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
MuPlusLambda,200.0,,,,,0.0,219,339,338,1,0,23882.0,558,15229.0,638,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,219,339,338,1,0,23882.0,558,1969.0,2167,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,219,339,338,1,0,23882.0,558,9268.0,892,10.0,,,,,,,0.5,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,219,339,338,1,0,23882.0,558,8621.0,882,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,298,432,430,2,0,15297.0,372,94.0,781,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,298,432,430,2,0,15297.0,372,2406.0,780,10.0,,,,,,,0.5,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,298,432,430,2,0,15297.0,372,1058.0,830,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,298,432,430,2,0,15297.0,372,9369.0,408,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,298,432,430,2,0,15297.0,372,66.0,1905,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,442,666,661,5,0,11641.0,460,54.0,600,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,442,666,661,5,0,11641.0,460,0.0,602,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
StochasticHillClimb,1.0,0.4,1.0,,,1.0,442,666,661,5,0,11641.0,460,0.0,643,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,442,666,661,5,0,11641.0,460,1041.0,416,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,442,666,661,5,0,11641.0,460,0.0,1389,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,270,431,425,6,0,2126.0,291,0.0,578,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,270,431,425,6,0,2126.0,291,0.0,357,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,270,431,425,6,0,2126.0,291,0.0,664,,,,,,,,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,270,431,425,6,0,2126.0,291,0.0,420,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,270,431,425,6,0,2126.0,291,253.0,262,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
ParticleSwarm,200.0,,,,,1.0,57,88,78,10,0,0.0,234,0.0,118,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,57,88,78,10,0,0.0,234,0.0,261,10.0,,,,,,,0.5,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,57,88,78,10,0,0.0,234,0.0,434,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,57,88,78,10,0,0.0,234,0.0,123,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,57,88,78,10,0,0.0,234,0.0,105,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,251,287,275,12,0,1743.0,201,302.0,207,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
ParticleSwarm,200.0,,,,,1.0,251,287,275,12,0,1743.0,201,0.0,283,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
StochasticHillClimb,1.0,0.4,1.0,,,1.0,251,287,275,12,0,1743.0,201,0.0,342,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,251,287,275,12,0,1743.0,201,0.0,665,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,251,287,275,12,0,1743.0,201,0.0,414,10.0,,,,,,,0.5,,,,,
MuPlusLambda,200.0,,,,,0.0,316,356,338,18,0,649.0,433,205.0,394,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
ParticleSwarm,200.0,,,,,1.0,316,356,338,18,0,649.0,433,0.0,431,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,316,356,338,18,0,649.0,433,0.0,658,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,316,356,338,18,0,649.0,433,0.0,500,10.0,,,,,,,0.5,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,316,356,338,18,0,649.0,433,0.0,538,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,354,428,410,18,0,1072.0,252,205.0,237,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,354,428,410,18,0,1072.0,252,0.0,583,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,354,428,410,18,0,1072.0,252,0.0,282,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
StochasticHillClimb,1.0,0.4,1.0,,,1.0,354,428,410,18,0,1072.0,252,0.0,380,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,354,428,410,18,0,1072.0,252,0.0,411,10.0,,,,,,,0.5,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,497,751,735,16,0,467.0,525,0.0,1013,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,497,751,735,16,0,467.0,525,373.0,434,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,497,751,735,16,0,467.0,525,0.0,589,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,497,751,735,16,0,467.0,525,0.0,618,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,497,751,735,16,0,467.0,525,0.0,602,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,50,75,66,9,0,0.0,190,0.0,87,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,50,75,66,9,0,0.0,190,0.0,227,10.0,,,,,,,0.5,,,,,
MuPlusLambda,200.0,,,,,0.0,50,75,66,9,0,0.0,190,0.0,98,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,50,75,66,9,0,0.0,190,0.0,389,,,,,,,,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,50,75,66,9,0,0.0,190,0.0,88,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,358,581,567,14,0,222.0,472,0.0,567,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,358,581,567,14,0,222.0,472,0.0,826,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,358,581,567,14,0,222.0,472,109.0,384,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,358,581,567,14,0,222.0,472,0.0,631,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,358,581,567,14,0,222.0,472,0.0,601,10.0,,,,,,,0.5,,,,,
PlantPropagation,200.0,,2.0,,,1.0,167,233,219,14,0,0.0,305,0.0,378,10.0,,,,,,,0.5,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,167,233,219,14,0,0.0,305,0.0,337,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,167,233,219,14,0,0.0,305,20.0,246,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
ParticleSwarm,200.0,,,,,1.0,167,233,219,14,0,0.0,305,0.0,340,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,167,233,219,14,0,0.0,305,0.0,643,,,,,,,,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,342,550,536,14,0,149.0,382,0.0,527,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,342,550,536,14,0,149.0,382,0.0,456,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
MuPlusLambda,200.0,,,,,0.0,342,550,536,14,0,149.0,382,319.0,338,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,342,550,536,14,0,149.0,382,0.0,703,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,342,550,536,14,0,149.0,382,0.0,521,10.0,,,,,,,0.5,,,,,
PlantPropagation,200.0,,2.0,,,1.0,485,725,720,5,0,17665.0,587,1920.0,877,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,485,725,720,5,0,17665.0,587,224.0,968,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,485,725,720,5,0,17665.0,587,26.0,2383,,,,,,,,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,485,725,720,5,0,17665.0,587,1185.0,940,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,485,725,720,5,0,17665.0,587,5779.0,585,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
MuPlusLambda,200.0,,,,,0.0,439,487,474,13,0,7892.0,452,460.0,361,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
ParticleSwarm,200.0,,,,,1.0,439,487,474,13,0,7892.0,452,0.0,512,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
StochasticHillClimb,1.0,0.4,1.0,,,1.0,439,487,474,13,0,7892.0,452,0.0,518,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,439,487,474,13,0,7892.0,452,0.0,547,10.0,,,,,,,0.5,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,439,487,474,13,0,7892.0,452,0.0,988,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,189,222,204,18,0,0.0,369,1.0,286,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,189,222,204,18,0,0.0,369,0.0,382,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,189,222,204,18,0,0.0,369,0.0,285,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,189,222,204,18,0,0.0,369,0.0,493,,,,,,,,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,189,222,204,18,0,0.0,369,0.0,336,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,229,241,237,4,0,8143.0,223,0.0,421,10.0,,,,,,,0.5,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,229,241,237,4,0,8143.0,223,0.0,745,,,,,,,,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,229,241,237,4,0,8143.0,223,0.0,404,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,229,241,237,4,0,8143.0,223,617.0,193,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
ParticleSwarm,200.0,,,,,1.0,229,241,237,4,0,8143.0,223,0.0,326,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
MuPlusLambda,200.0,,,,,0.0,462,844,826,18,0,102.0,547,480.0,529,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
ParticleSwarm,200.0,,,,,1.0,462,844,826,18,0,102.0,547,0.0,720,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
StochasticHillClimb,1.0,0.4,1.0,,,1.0,462,844,826,18,0,102.0,547,0.0,825,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,462,844,826,18,0,102.0,547,0.0,827,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,462,844,826,18,0,102.0,547,0.0,653,10.0,,,,,,,0.5,,,,,
MuPlusLambda,200.0,,,,,0.0,298,442,435,7,0,984.0,440,302.0,397,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,298,442,435,7,0,984.0,440,0.0,607,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,298,442,435,7,0,984.0,440,0.0,906,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,298,442,435,7,0,984.0,440,0.0,557,10.0,,,,,,,0.5,,,,,
